Origin Country,Destination Country,HS Code,HTS / Regional Tariff Flag,Product Category,Product Description,Package Type & Weight Range,Mode of Transport,Required Documents
South Africa,Singapore,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Road, Commercial Invoice; Packing List; Type Approval Certificate
United Kingdom,China,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
India,UAE,850440,No,Electronics,AC/DC power adapters,Containers (1–20 MT),Road, Commercial Invoice; Packing List
Japan,India,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Road, Commercial Invoice; Dangerous Goods Declaration; Import Export Code (IEC); MSDS; Packing List
UAE,India,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Rail, Commercial Invoice; Import Export Code (IEC); Packing List; Type Approval Certificate
France,Germany,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Sea, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
United Kingdom,Mexico,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Road, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
France,United Kingdom,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Road, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
UAE,Canada,620342,Yes,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Sea, Commercial Invoice; Packing List
United States,India,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Cartons (5–25 kg),Road, Certificate of Analysis; Commercial Invoice; Drug License; Import Export Code (IEC); Packing List
India,Mexico,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Road, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
South Africa,India,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Road, Commercial Invoice; Import Export Code (IEC); Packing List
Canada,Mexico,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
UAE,United Kingdom,620342,No,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Road, Commercial Invoice; Packing List
Japan,South Africa,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Sea, Commercial Invoice; Packing List
United States,South Africa,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Air, Commercial Invoice; Packing List
Brazil,UAE,620342,No,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Air, Commercial Invoice; Insurance Certificate; Packing List
India,United States,850440,Yes,Electronics,AC/DC power adapters,Drums (50–200 kg),Rail, BIS Compliance; CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
Indonesia,Australia,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Air, Commercial Invoice; Insurance Certificate; Packing List
Japan,China,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Air, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
Mexico,Indonesia,620342,No,Textiles & Apparel,Men's cotton trousers,Drums (50–200 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List
France,Singapore,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Road, Commercial Invoice; Packing List
Singapore,UAE,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Germany,United States,280700,Yes,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Rail, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
South Africa,France,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Singapore,Mexico,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Rail, Commercial Invoice; Packing List
Mexico,India,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Sea, Certificate of Origin; Commercial Invoice; FSSAI Import Clearance; Import Export Code (IEC); Insurance Certificate; Packing List; Phytosanitary Certificate
United States,France,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Air, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
India,China,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Air, Commercial Invoice; Packing List
Singapore,Germany,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Air, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
Mexico,China,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Containers (1–20 MT),Air, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Indonesia,United States,100630,Yes,Food & Agriculture,Semi-milled rice for human consumption,Containers (1–20 MT),Road, Certificate of Origin; Commercial Invoice; FDA Prior Notice; FSSAI Compliance; Insurance Certificate; Packing List; Phytosanitary Certificate
UAE,Japan,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Indonesia,Germany,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Air, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
Japan,South Africa,280700,No,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
China,Mexico,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Air, Commercial Invoice; Packing List
China,Indonesia,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Air, Commercial Invoice; Packing List
UAE,South Africa,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Packing List
South Africa,Mexico,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Insurance Certificate; Packing List
Singapore,Japan,620342,No,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Rail, Commercial Invoice; Insurance Certificate; Packing List
United Kingdom,Singapore,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Air, Commercial Invoice; Packing List
Brazil,Indonesia,850440,No,Electronics,AC/DC power adapters,Drums (50–200 kg),Air, Commercial Invoice; Packing List
United Kingdom,South Africa,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Road, Commercial Invoice; Insurance Certificate; Packing List
United States,Japan,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Air, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Canada,Japan,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Rail, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
UAE,Brazil,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Cartons (5–25 kg),Rail, Certificate of Origin; Commercial Invoice; Insurance Certificate; Packing List; Phytosanitary Certificate
France,Japan,870323,No,Automotive,Petrol engine passenger vehicles,Cartons (5–25 kg),Road, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Australia,Canada,620342,Yes,Textiles & Apparel,Men's cotton trousers,Pallets (200–800 kg),Road, Commercial Invoice; Insurance Certificate; Packing List
United States,United Kingdom,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Road, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Packing List
China,Japan,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Air, Commercial Invoice; Packing List; Type Approval Certificate
UAE,Singapore,870323,No,Automotive,Petrol engine passenger vehicles,Drums (50–200 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Japan,Mexico,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
UAE,Germany,901890,No,Medical Devices,Diagnostic ultrasound equipment,Pallets (200–800 kg),Air, CE Compliance; Commercial Invoice; FDA Compliance; Packing List
France,Australia,850440,No,Electronics,AC/DC power adapters,Drums (50–200 kg),Rail, Commercial Invoice; Packing List
Japan,Indonesia,850440,No,Electronics,AC/DC power adapters,Pallets (200–800 kg),Rail, Commercial Invoice; Packing List
Mexico,Australia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
Singapore,India,280700,No,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Road, Commercial Invoice; Dangerous Goods Declaration; Import Export Code (IEC); MSDS; Packing List
South Africa,Mexico,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
India,France,850440,No,Electronics,AC/DC power adapters,Containers (1–20 MT),Rail, BIS Compliance; CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
United Kingdom,United States,620342,Yes,Textiles & Apparel,Men's cotton trousers,Containers (1–20 MT),Air, Commercial Invoice; Insurance Certificate; Packing List
Canada,Brazil,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Sea, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Australia,Germany,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Sea, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Insurance Certificate; Packing List
Indonesia,United Kingdom,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Drums (50–200 kg),Air, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Packing List; Phytosanitary Certificate
United States,Australia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Sea, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
Indonesia,United Kingdom,280700,No,Chemicals,Sulfuric acid industrial grade,Pallets (200–800 kg),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Brazil,UAE,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
China,Brazil,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Air, Commercial Invoice; Packing List
Australia,UAE,870323,No,Automotive,Petrol engine passenger vehicles,Pallets (200–800 kg),Road, Commercial Invoice; Insurance Certificate; Packing List; Type Approval Certificate
Germany,Australia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Indonesia,Brazil,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Sea, Commercial Invoice; Dangerous Goods Declaration; Insurance Certificate; MSDS; Packing List
Indonesia,Brazil,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Rail, Certificate of Origin; Commercial Invoice; Packing List; Phytosanitary Certificate
Germany,South Africa,870323,No,Automotive,Petrol engine passenger vehicles,Containers (1–20 MT),Rail, Commercial Invoice; Packing List; Type Approval Certificate
Germany,UAE,620342,No,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Rail, Commercial Invoice; Insurance Certificate; Packing List
Mexico,Germany,100630,No,Food & Agriculture,Semi-milled rice for human consumption,Pallets (200–800 kg),Sea, Certificate of Origin; Commercial Invoice; FSSAI Compliance; Packing List; Phytosanitary Certificate
United Kingdom,Mexico,620342,No,Textiles & Apparel,Men's cotton trousers,Cartons (5–25 kg),Road, Commercial Invoice; Packing List
Australia,Mexico,901890,No,Medical Devices,Diagnostic ultrasound equipment,Containers (1–20 MT),Rail, Commercial Invoice; Insurance Certificate; Packing List
France,Canada,300490,Yes,Pharmaceuticals,Finished formulation medicinal tablets,Cartons (5–25 kg),Sea, CE Compliance; Certificate of Analysis; Commercial Invoice; Drug License; FDA Compliance; Packing List
South Africa,UAE,280700,No,Chemicals,Sulfuric acid industrial grade,Containers (1–20 MT),Road, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
United Kingdom,India,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Sea, Certificate of Analysis; Commercial Invoice; Drug License; Import Export Code (IEC); Insurance Certificate; Packing List
Singapore,Brazil,280700,No,Chemicals,Sulfuric acid industrial grade,Cartons (5–25 kg),Sea, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
France,UAE,280700,No,Chemicals,Sulfuric acid industrial grade,Drums (50–200 kg),Rail, Commercial Invoice; Dangerous Goods Declaration; MSDS; Packing List
Germany,Indonesia,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Drums (50–200 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Insurance Certificate; Packing List
Singapore,United Kingdom,850440,No,Electronics,AC/DC power adapters,Drums (50–200 kg),Sea,BIS Compliance;  CE Compliance; Commercial Invoice; FCC Compliance; Insurance Certificate; Packing List
Japan,Germany,850440,No,Electronics,AC/DC power adapters,Containers (1–20 MT),Air, BIS Compliance; CE Compliance; Commercial Invoice; FCC Compliance; Packing List
Mexico,South Africa,901890,No,Medical Devices,Diagnostic ultrasound equipment,Drums (50–200 kg),Rail, Commercial Invoice; Packing List
Canada,India,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Pallets (200–800 kg),Air, Certificate of Analysis; Commercial Invoice; Drug License; Import Export Code (IEC); Packing List
France,China,300490,No,Pharmaceuticals,Finished formulation medicinal tablets,Cartons (5–25 kg),Rail, Certificate of Analysis; Commercial Invoice; Drug License; Packing List
Japan,Indonesia,850440,No,Electronics,AC/DC power adapters,Cartons (5–25 kg),Air, Commercial Invoice; Packing List
Mexico,South Africa,850440,No,Electronics,AC/DC power adapters,Containers (1–20 MT),Sea, Commercial Invoice; Packing List
